Age,SSec_Category,Gender,Hobby,Education_Duration,Housing,Profession,Loan Status,Working_Hours,Investment,Loan,Dependents,Marital_Status,Yearly_Breaks,Number_of_Siblings,Employer_Kind,City,Income,Answer,Country,Debt_Paid,Id
32.0,4,F,7,13.0,Apartment,2,EMI,67.0,20.0,2000.0,1,Single,1,4,Self-employed,38,44580.669,0,Canada,42349,29788
24.0,4,F,12,15.0,Condo,9,EMI,57.0,20.0,2000.0,2,Separated,0,2,Self-employed,38,160331.452,1,Canada,20689,29789
62.0,4,F,15,11.0,Apartment,9,EMI,17.0,3431.0,2000.0,1,Single,0,2,Self-employed,38,142709.792,0,Canada,26792,29791
46.0,4,F,15,11.0,Slum,2,Critical,42.0,20.0,2000.0,1,Single,0,4,Self-employed,38,208486.509,0,Canada,42250,29793
45.0,4,M,15,11.0,Trailer,0,EMI,42.0,20.0,2000.0,2,Married,0,4,Self-employed,38,355185.145,0,Canada,14496,29794
15.0,4,M,1,8.0,Slum,7,EMI,22.0,20.0,2000.0,3,Separated,0,3,Self-employed,38,76335.363,0,Canada,46270,29795
42.0,4,F,4,4.0,Condo,6,EMI,42.0,20.0,2000.0,1,Single,1,4,MNC,25,210681.592,0,Canada,14899,29796
30.0,4,F,9,14.0,Apartment,9,EMI,52.0,20.0,2000.0,2,Married,1,2,Self-employed,38,118228.62400000001,0,Canada,17715,29798
40.0,2,F,15,11.0,,13,Not Applied,,20.0,2000.0,1,,1,2,MNC,38,128609.285,0,Canada,19371,29799
31.0,4,F,9,14.0,,11,Critical,52.0,20.0,2000.0,2,Married,1,3,,38,240164.32100000003,1,Canada,35191,29800
59.0,2,M,11,10.0,Apartment,7,EMI,42.0,20.0,2000.0,2,Married,0,3,Self-employed,38,140352.038,0,Canada,49680,29801
45.0,4,F,9,14.0,Bungalow,2,EMI,42.0,20.0,2000.0,1,Single,0,3,Self-employed,38,364583.11100000003,0,Canada,48507,29802
33.0,4,M,9,14.0,Slum,11,EMI,47.0,8634.0,2000.0,2,Separated,0,3,MNC,38,109480.65199999999,1,Canada,32950,29803
60.0,2,F,0,7.0,Trailer,2,EMI,42.0,20.0,2000.0,1,Single,0,3,MNC,38,146177.372,0,Canada,43813,29804
60.0,4,F,9,14.0,Condo,3,Critical,42.0,20.0,2000.0,1,Single,1,4,Self-employed,38,76033.845,0,Canada,44338,29805
36.0,4,F,14,16.0,Bungalow,9,EMI,,100019.0,2000.0,1,Single,0,3,MNC,38,99561.856,1,Canada,49407,29806
31.0,4,F,9,14.0,Bungalow,9,EMI,42.0,20.0,2000.0,1,,1,4,,38,235806.211,0,Canada,27183,29808
37.0,4,M,9,14.0,Slum,9,Applied,44.0,20.0,2000.0,6,Single,1,4,Self-employed,38,119655.241,0,Canada,40475,29809
15.0,4,F,1,8.0,Trailer,5,EMI,12.0,20.0,2000.0,4,Separated,0,4,Self-employed,38,200869.359,0,Canada,49727,29810
56.0,4,F,15,11.0,,3,EMI,42.0,20.0,2000.0,1,Single,0,3,MNC,38,185770.697,0,Canada,44754,29811
33.0,4,M,9,14.0,Bungalow,9,Paid,52.0,20.0,2000.0,2,Divorced with Children,0,2,MNC,38,189836.468,0,Canada,47954,29812
32.0,4,F,11,10.0,,10,Applied,,4084.0,2000.0,1,Single,1,2,Self-employed,38,157487.06699999998,0,Canada,15745,29813
53.0,4,M,5,5.0,Condo,9,EMI,42.0,20.0,2000.0,5,Married,1,3,MNC,38,195426.08899999998,0,Canada,43243,29814
30.0,4,F,15,11.0,Trailer,2,EMI,42.0,20.0,2000.0,1,Single,0,4,MNC,38,51708.46,0,Canada,30072,29815
17.0,4,F,11,10.0,Trailer,11,Paid,42.0,20.0,2000.0,4,Separated,1,4,,38,164068.082,0,Canada,47769,29816
39.0,4,F,11,10.0,Slum,6,EMI,42.0,20.0,2000.0,1,,1,4,Self-employed,38,105496.603,0,Canada,28824,29817
22.0,4,M,11,10.0,Condo,7,EMI,42.0,20.0,2000.0,5,Married,0,3,Self-employed,38,200150.733,0,Canada,45805,29818
30.0,4,M,15,11.0,Apartment,9,EMI,32.0,20.0,2000.0,2,Married,1,4,MNC,38,40404.715,0,Canada,23774,29821
36.0,4,M,14,16.0,Trailer,11,EMI,42.0,20.0,2000.0,6,Single,0,4,MNC,38,187003.549,0,Canada,37438,29823
16.0,2,F,11,10.0,Condo,5,EMI,42.0,20.0,2000.0,4,Separated,0,3,,38,212868.65399999998,0,Canada,27338,29824
23.0,4,F,11,10.0,Apartment,2,EMI,42.0,20.0,2000.0,1,Single,1,3,Self-employed,38,226162.253,0,Canada,16005,29825
38.0,4,M,8,12.0,Apartment,9,EMI,,20.0,2000.0,2,Married,0,3,MNC,38,183713.425,0,Canada,39296,29827
54.0,4,F,1,8.0,Bungalow,2,Critical,22.0,20.0,2000.0,1,Single,0,3,Self-employed,38,51208.84099999999,0,Canada,42872,29828
30.0,4,F,11,10.0,Bungalow,10,Applied,42.0,20.0,2000.0,1,Single,0,3,MNC,38,112156.106,0,Canada,27482,29831
26.0,4,M,15,11.0,,0,EMI,54.0,20.0,2000.0,2,Separated,0,3,MNC,38,157684.99599999998,0,Canada,17777,29833
24.0,4,M,8,12.0,Condo,9,EMI,42.0,20.0,2000.0,6,,0,2,MNC,38,183350.61,0,Canada,11509,29835
58.0,4,M,9,14.0,Condo,9,Applied,57.0,5475.0,2000.0,5,Divorced with Children,0,4,Self-employed,38,40690.393,0,Canada,48320,29836
19.0,4,F,15,11.0,Bungalow,7,EMI,22.0,20.0,2000.0,4,Separated,1,2,MNC,38,413673.739,0,Canada,27968,29837
27.0,4,F,11,10.0,Bungalow,13,EMI,42.0,20.0,2000.0,1,Single,0,2,MNC,38,103917.564,0,Canada,24208,29838
41.0,4,F,9,14.0,Apartment,11,Paid,47.0,20.0,2000.0,1,Single,0,3,,38,27643.735,1,Canada,27329,29840
43.0,4,F,15,11.0,Apartment,11,EMI,,20.0,2000.0,1,Single,1,3,Self-employed,38,100233.62199999999,0,Canada,29791,29841
33.0,4,M,6,6.0,Condo,9,EMI,37.0,20.0,2000.0,6,Single,1,4,MNC,38,378649.334,0,Canada,47856,29842
34.0,4,M,11,10.0,Apartment,9,EMI,42.0,20.0,2000.0,4,Married,1,4,MNC,38,220837.289,1,Canada,15676,29843
36.0,2,F,15,11.0,Condo,5,EMI,42.0,20.0,2000.0,1,Single,1,3,Self-employed,38,251872.539,0,Canada,41057,29845
47.0,4,F,15,11.0,Slum,3,EMI,42.0,7318.0,2000.0,1,Single,1,3,MNC,38,194673.56699999998,1,Canada,42414,29847
39.0,4,F,11,10.0,Slum,2,Applied,,20.0,2000.0,1,Single,0,3,,38,179026.85199999996,0,Canada,48831,29848
25.0,4,F,15,11.0,Apartment,3,EMI,42.0,20.0,2000.0,1,Single,1,4,Self-employed,38,186193.553,0,Canada,38022,29849
62.0,4,F,15,11.0,,3,EMI,22.0,20.0,2000.0,1,Single,1,2,MNC,38,166238.061,0,Canada,33805,29850
39.0,4,F,11,10.0,Condo,13,Critical,47.0,20.0,2000.0,1,Single,1,3,MNC,38,140989.994,0,Canada,19932,29851
49.0,4,M,4,4.0,Condo,6,EMI,42.0,20.0,2000.0,5,,1,3,MNC,25,243056.923,0,Canada,42079,29853
33.0,4,M,15,11.0,Condo,9,EMI,42.0,7463.0,2000.0,5,Married,1,4,Self-employed,38,313963.589,0,Canada,18320,29854
59.0,4,F,3,3.0,Trailer,7,Applied,,20.0,2000.0,1,Single,0,4,MNC,25,251841.079,0,Canada,16534,29855
50.0,2,M,5,5.0,Apartment,8,EMI,18.0,20.0,2000.0,4,Married,1,3,,38,89976.11099999998,0,Canada,12715,29856
18.0,4,F,11,10.0,Condo,5,EMI,42.0,20.0,2000.0,4,Separated,0,4,Self-employed,38,145553.633,0,Canada,49923,29858
48.0,4,F,15,11.0,Apartment,12,EMI,42.0,20.0,2000.0,1,Single,0,2,MNC,38,153124.614,1,Canada,19479,29860
47.0,4,M,9,14.0,Bungalow,3,EMI,42.0,20.0,2000.0,5,Married,0,4,MNC,38,172362.551,1,Canada,49580,29861
31.0,4,F,12,15.0,Slum,3,EMI,42.0,20.0,2000.0,5,Separated,0,2,Self-employed,38,343284.799,0,Canada,43344,29863
43.0,4,F,9,14.0,Bungalow,3,EMI,52.0,20.0,2000.0,1,Single,0,2,Self-employed,38,262216.344,1,Canada,46636,29865
20.0,4,M,15,11.0,Apartment,2,EMI,37.0,20.0,2000.0,4,Separated,1,2,Self-employed,38,74248.004,0,Canada,35241,29866
45.0,4,M,12,15.0,Trailer,9,EMI,4.0,20.0,2000.0,6,Single,0,4,MNC,38,162607.184,1,Canada,20367,29867
22.0,4,F,11,10.0,,11,EMI,32.0,20.0,2000.0,2,Separated,0,3,MNC,38,221660.354,0,Canada,10571,29868
17.0,4,M,15,11.0,Apartment,11,EMI,,20.0,2000.0,2,Separated,0,3,MNC,38,130572.52699999999,0,Canada,27449,29869
38.0,4,M,15,11.0,Trailer,12,EMI,52.0,20.0,2000.0,2,,1,4,Self-employed,38,357885.331,1,Canada,16935,29871
52.0,4,F,11,10.0,Apartment,11,EMI,52.0,15044.0,2000.0,1,Single,0,4,,38,38685.982,1,Canada,45099,29872
41.0,3,F,14,16.0,Condo,9,Critical,37.0,20.0,2000.0,1,Single,0,4,MNC,38,122013.821,1,Canada,37064,29873
47.0,4,F,11,10.0,Condo,3,Critical,47.0,20.0,2000.0,1,Single,0,4,MNC,38,46415.139,0,Canada,45897,29877
25.0,4,F,12,15.0,Slum,3,EMI,47.0,20.0,2000.0,1,Single,1,2,MNC,38,109629.614,1,Canada,26466,29878
47.0,4,M,12,15.0,Apartment,3,Applied,42.0,20.0,2000.0,2,Married,0,2,MNC,38,171799.28699999998,0,Canada,47279,29879
69.0,4,F,11,10.0,Slum,9,EMI,42.0,20.0,2000.0,1,Single,0,4,Self-employed,38,184994.85600000003,0,Canada,31425,29881
32.0,4,F,11,10.0,Apartment,13,EMI,42.0,20.0,2000.0,1,Single,1,2,Self-employed,38,278324.068,0,Canada,35406,29882
27.0,4,M,9,14.0,Apartment,9,EMI,,20.0,2000.0,6,Single,0,3,MNC,38,234733.991,1,Canada,16034,29883
28.0,4,F,15,11.0,,11,EMI,46.0,20.0,2000.0,1,Single,0,2,MNC,38,182508.742,0,Canada,23177,29884
44.0,4,F,11,10.0,Trailer,5,EMI,19.0,20.0,2000.0,4,Separated,1,3,MNC,38,335111.85,0,Canada,15627,29885
30.0,4,F,8,12.0,Condo,2,Critical,42.0,20.0,2000.0,1,Single,1,3,MNC,38,374874.839,0,Canada,13480,29886
23.0,4,F,12,15.0,Condo,9,EMI,47.0,20.0,2000.0,5,Separated,0,3,,38,144414.126,0,Canada,14533,29888
30.0,4,F,15,11.0,Trailer,13,EMI,,20.0,2000.0,1,Single,1,3,MNC,38,328685.874,0,Canada,31394,29890
38.0,4,M,10,17.0,Apartment,9,EMI,32.0,20.0,2000.0,6,Single,0,4,Self-employed,38,247752.734,1,Canada,26827,29891
49.0,4,F,12,15.0,Apartment,9,EMI,42.0,27848.0,2000.0,2,Separated,1,4,MNC,38,680308.724,1,Canada,42460,29892
18.0,4,F,11,10.0,Condo,2,EMI,32.0,20.0,2000.0,4,Separated,0,2,Self-employed,38,152309.509,0,Canada,24386,29893
32.0,4,M,11,10.0,Trailer,3,EMI,50.0,20.0,2000.0,2,Married,0,2,MNC,38,78911.692,0,Canada,21434,29894
38.0,4,F,15,11.0,Trailer,3,EMI,52.0,20.0,2000.0,2,Separated,0,2,MNC,38,238258.87399999998,0,Canada,23537,29895
51.0,2,F,0,7.0,Bungalow,2,EMI,42.0,20.0,2000.0,1,,1,3,Self-employed,38,148830.392,0,Canada,48828,29898
40.0,4,F,15,11.0,,0,Not Applied,42.0,20.0,2000.0,1,Single,1,2,Self-employed,38,452618.201,1,Canada,40983,29899
36.0,4,F,12,15.0,Bungalow,3,EMI,67.0,20.0,2000.0,1,Single,0,3,MNC,38,90811.47300000001,1,Canada,33107,29900
39.0,4,F,11,10.0,Apartment,2,EMI,62.0,20.0,2000.0,1,Single,0,3,MNC,38,198840.997,1,Canada,25418,29901
62.0,4,F,14,16.0,Trailer,9,EMI,18.0,20.0,2000.0,1,Single,0,3,MNC,38,273848.19399999996,0,Canada,10991,29902
18.0,4,F,1,8.0,Slum,4,EMI,,20.0,2000.0,4,Single,1,2,,25,63396.662000000004,0,Canada,33823,29904
18.0,4,F,11,10.0,Apartment,11,EMI,62.0,20.0,2000.0,3,Separated,1,3,MNC,38,396375.785,0,Canada,44367,29906
33.0,4,F,9,14.0,,3,EMI,47.0,20.0,2000.0,1,,0,2,MNC,38,470810.56299999997,0,Canada,19512,29907
31.0,4,F,11,10.0,Trailer,2,Critical,42.0,20.0,2000.0,1,Single,1,4,MNC,38,219954.611,0,Canada,17917,29908
41.0,4,F,15,11.0,Slum,3,Critical,17.0,20.0,3902.0,1,Single,0,2,MNC,38,94253.005,1,Canada,45932,29909
21.0,4,M,11,10.0,Trailer,7,EMI,12.0,20.0,2000.0,4,Married,1,4,,38,197353.49399999998,0,Canada,49086,29912
31.0,2,M,9,14.0,Bungalow,3,EMI,42.0,20.0,2000.0,5,Divorced with Children,0,3,MNC,38,546749.452,0,Canada,34372,29914
41.0,4,M,9,14.0,Apartment,9,EMI,26.0,20.0,2000.0,5,,1,2,Self-employed,27,100001.79199999999,0,Canada,18917,29916
31.0,2,F,15,11.0,Apartment,12,EMI,42.0,20.0,2000.0,2,Separated,0,2,MNC,29,550646.937,0,Canada,25741,29917
48.0,2,F,12,15.0,,3,Applied,,20.0,2000.0,1,Single,0,3,Self-employed,38,228471.777,1,Canada,16658,29918
21.0,4,F,15,11.0,Bungalow,0,EMI,42.0,20.0,2000.0,1,Single,1,2,MNC,38,383218.904,1,Canada,17067,29919
34.0,4,F,15,11.0,Bungalow,5,Applied,52.0,20.0,2000.0,2,Married,1,3,,38,105690.935,0,Canada,44650,29920
48.0,4,M,11,10.0,,0,Overdue,48.0,20.0,2000.0,5,Married,0,3,MNC,38,55106.985,0,Canada,40034,29921
24.0,4,M,11,10.0,Condo,11,EMI,22.0,20.0,2000.0,6,Single,0,2,Self-employed,38,275562.12100000004,0,Canada,22973,29922
35.0,4,F,11,10.0,Condo,4,EMI,42.0,20.0,2000.0,1,Single,0,2,MNC,38,114625.12199999999,0,Canada,12452,29924
41.0,4,F,11,10.0,Condo,6,EMI,,20.0,2000.0,1,,1,2,Self-employed,38,326240.107,0,Canada,47201,29925
36.0,4,F,15,11.0,Bungalow,13,Critical,42.0,20.0,2000.0,1,Single,0,2,MNC,38,269086.48,0,Canada,11102,29926
40.0,4,F,5,5.0,Trailer,5,EMI,32.0,20.0,2000.0,1,Single,0,4,MNC,25,220913.197,0,Canada,20688,29927
45.0,4,F,10,17.0,Trailer,13,Critical,47.0,20.0,4002.0,1,Single,1,4,,38,358185.205,0,Canada,40499,29928
42.0,1,F,9,14.0,Apartment,3,EMI,42.0,20.0,2000.0,1,Single,1,4,MNC,38,107261.881,0,Canada,11797,29929
49.0,4,F,11,10.0,Condo,2,EMI,,20.0,2000.0,1,Single,1,4,Self-employed,38,140830.834,0,Canada,23682,29932
47.0,4,F,9,14.0,Apartment,3,EMI,42.0,20.0,2000.0,1,Single,1,2,Self-employed,38,122133.87,0,Canada,44890,29933
60.0,4,F,10,17.0,Slum,9,EMI,52.0,15044.0,2000.0,1,,1,4,MNC,38,238534.076,1,Canada,30603,29934
21.0,4,F,15,11.0,Apartment,4,EMI,32.0,20.0,2000.0,2,Separated,1,4,MNC,38,56963.365999999995,0,Canada,46389,29937
38.0,4,M,15,11.0,Slum,11,Overdue,42.0,20.0,2000.0,2,Married,0,3,MNC,38,177009.53399999999,0,Canada,45475,29938
64.0,4,F,5,5.0,Condo,3,Paid,,20.0,2000.0,1,Single,1,4,MNC,38,108393.644,0,Canada,14963,29939
15.0,4,M,1,8.0,Condo,7,EMI,22.0,20.0,2000.0,2,Separated,0,2,Self-employed,38,102336.022,0,Canada,19446,29940
35.0,4,F,15,11.0,Slum,2,EMI,42.0,20.0,2000.0,1,Single,0,3,MNC,38,214545.961,1,Canada,18823,29941
67.0,4,F,14,16.0,,9,EMI,5.0,20.0,2000.0,1,Single,1,4,MNC,38,363547.67,0,Canada,33089,29942
21.0,4,M,9,14.0,Trailer,0,EMI,42.0,20.0,2000.0,2,,0,3,Self-employed,38,219650.137,0,Canada,16794,29943
36.0,4,F,11,10.0,Slum,3,Not Applied,44.0,20.0,2000.0,1,Single,1,3,,38,205829.36399999997,1,Canada,38005,29944
35.0,4,F,11,10.0,Bungalow,2,Not Applied,42.0,20.0,2000.0,1,Single,1,3,MNC,38,163249.255,0,Canada,19084,29945
36.0,4,M,15,11.0,Slum,11,EMI,,20.0,2000.0,2,Married,1,3,MNC,38,65187.795999999995,0,Canada,35707,29946
36.0,4,F,6,6.0,Apartment,4,EMI,56.0,20.0,2000.0,1,Single,0,2,MNC,25,433473.61600000004,0,Canada,47886,29947
35.0,4,M,9,14.0,Apartment,9,Overdue,42.0,20.0,2000.0,2,Separated,0,2,Self-employed,38,72219.55099999999,0,Canada,41656,29948
35.0,4,F,11,10.0,Apartment,3,Paid,52.0,20.0,2000.0,1,Single,0,4,MNC,38,98227.49699999999,1,Canada,45970,29949
15.0,4,M,0,7.0,Slum,7,EMI,17.0,20.0,2000.0,4,Separated,1,2,Self-employed,38,114033.513,0,Canada,18248,29951
46.0,4,F,9,14.0,Condo,9,EMI,37.0,20.0,2000.0,1,,1,2,,38,336742.141,0,Canada,12486,29952
15.0,4,M,1,8.0,Bungalow,0,EMI,,20.0,2000.0,4,Separated,1,4,MNC,38,38798.133,0,Canada,43236,29953
53.0,4,F,12,15.0,Bungalow,3,EMI,62.0,20.0,3977.0,1,Single,0,4,Self-employed,38,370469.67100000003,1,Canada,37705,29954
33.0,4,F,15,11.0,Bungalow,3,EMI,42.0,20.0,2000.0,1,Single,1,3,Self-employed,38,29778.418999999998,1,Canada,30289,29955
33.0,4,F,9,14.0,,2,Critical,47.0,20.0,2000.0,1,Single,0,2,MNC,38,245938.085,0,Canada,12293,29957
51.0,4,F,9,14.0,Bungalow,3,EMI,62.0,20.0,2000.0,1,Single,0,2,MNC,38,313274.58,1,Canada,33160,29958
41.0,4,F,11,10.0,Trailer,6,EMI,50.0,20.0,2000.0,1,Single,1,3,MNC,38,71426.168,0,Canada,31606,29959
34.0,4,F,12,15.0,Trailer,9,EMI,,20.0,2000.0,4,Separated,1,3,,38,175144.492,0,Canada,36891,29960
22.0,2,M,11,10.0,Condo,7,EMI,42.0,20.0,2000.0,5,,1,2,Self-employed,38,275157.077,0,Canada,13410,29961
43.0,4,F,15,11.0,Apartment,13,EMI,50.0,20.0,2000.0,1,Single,1,3,MNC,38,43907.307,0,Canada,40601,29962
34.0,4,F,11,10.0,Slum,2,EMI,47.0,20.0,2000.0,1,Single,1,2,Self-employed,38,169326.451,1,Canada,39777,29965
20.0,4,F,15,11.0,,9,EMI,52.0,20.0,2000.0,4,Separated,1,4,Self-employed,38,321274.578,0,Canada,11079,29966
17.0,4,F,6,6.0,Bungalow,9,EMI,,20.0,3719.0,3,Separated,1,3,Self-employed,7,348776.208,0,Canada,48644,29967
31.0,2,F,11,10.0,,7,EMI,38.0,20.0,2000.0,4,Separated,1,3,,38,136934.018,0,Canada,13080,29968
46.0,4,M,11,10.0,Bungalow,7,EMI,34.0,20.0,2000.0,2,Separated,0,3,MNC,3,199379.9,0,Canada,40396,29969
18.0,4,M,15,11.0,Trailer,7,EMI,32.0,20.0,2000.0,4,,0,2,MNC,38,142264.24599999998,0,Canada,10765,29970
62.0,4,F,7,13.0,Bungalow,11,Paid,52.0,20.0,3887.0,1,Single,0,3,MNC,38,164383.701,1,Canada,36717,29971
45.0,4,F,1,8.0,Slum,2,EMI,42.0,20.0,2000.0,1,Single,1,3,MNC,5,293347.113,0,Canada,29680,29972
18.0,4,M,15,11.0,,7,EMI,27.0,20.0,2000.0,2,Separated,0,3,Self-employed,38,42146.318,0,Canada,34849,29973
42.0,2,M,9,14.0,Bungalow,3,Not Applied,,20.0,2000.0,2,Married,1,4,Self-employed,38,304248.731,0,Canada,41566,29974
43.0,4,F,9,14.0,Condo,4,Critical,79.0,20.0,2000.0,1,Single,1,3,MNC,38,154615.038,0,Canada,24187,29975
43.0,4,M,11,10.0,Condo,13,Applied,42.0,5198.0,2000.0,6,Single,0,4,,38,371662.18299999996,1,Canada,46934,29976
43.0,4,F,12,15.0,Apartment,9,Applied,39.0,20.0,2000.0,1,Single,1,3,Self-employed,38,61402.537000000004,1,Canada,24683,29977
25.0,2,F,9,14.0,Slum,9,Overdue,42.0,20.0,2000.0,2,Separated,0,2,Self-employed,38,283794.19,0,Canada,46304,29978
39.0,4,F,11,10.0,Slum,2,EMI,74.0,20.0,2000.0,1,,0,2,MNC,38,40867.523,1,Canada,33214,29979
18.0,4,F,11,10.0,,4,EMI,57.0,20.0,2000.0,2,Separated,0,3,Self-employed,38,211258.14800000002,0,Canada,30390,29980
15.0,4,M,0,7.0,Bungalow,7,EMI,12.0,20.0,3602.0,4,Separated,0,4,MNC,38,133257.271,0,Canada,29684,29982
48.0,4,F,11,10.0,Bungalow,9,EMI,42.0,20.0,2000.0,1,Single,0,3,MNC,38,156499.173,1,Canada,45883,29983
47.0,4,F,11,10.0,Condo,2,Critical,32.0,20.0,2000.0,2,Separated,0,2,MNC,38,124679.116,0,Canada,24683,29985
26.0,4,F,9,14.0,Slum,9,Applied,,20.0,2000.0,2,,0,3,Self-employed,38,422202.665,0,Canada,36001,29988
41.0,4,F,15,11.0,Apartment,12,Applied,101.0,4406.0,2000.0,1,Single,0,4,Self-employed,38,118001.254,1,Canada,37672,29989
31.0,0,M,7,13.0,Apartment,6,EMI,42.0,20.0,2000.0,5,Married,0,4,MNC,38,31064.791,0,Canada,22219,29990
33.0,2,M,15,11.0,,6,EMI,57.0,20.0,2000.0,5,Married,0,4,MNC,38,200567.496,0,Canada,34470,29991
15.0,4,M,1,8.0,,11,EMI,22.0,20.0,2000.0,4,Separated,0,2,,38,174160.233,0,Canada,14746,29992
23.0,4,F,11,10.0,,5,EMI,42.0,20.0,2000.0,1,Single,1,3,Self-employed,38,190002.11899999998,0,Canada,27023,29993
28.0,4,F,12,15.0,,12,EMI,,20.0,2000.0,5,Separated,0,2,MNC,26,50647.905999999995,0,Canada,24845,29995
46.0,1,F,8,12.0,Apartment,7,EMI,58.0,20.0,2000.0,1,Single,0,3,Self-employed,29,119563.885,1,Canada,49486,29996
59.0,4,F,15,11.0,Apartment,0,Applied,37.0,20.0,2000.0,1,,0,3,Self-employed,38,166620.176,0,Canada,11390,29997
39.0,4,F,11,10.0,Bungalow,2,EMI,42.0,20.0,2000.0,2,Divorced with Children,0,4,MNC,38,184139.62699999998,0,Canada,44023,29998
34.0,4,F,11,10.0,Trailer,12,EMI,52.0,20.0,2000.0,2,Separated,1,3,MNC,38,346141.456,0,Canada,15986,29999
22.0,4,F,15,11.0,Slum,10,Applied,42.0,20.0,2000.0,2,Separated,1,4,,38,74044.296,0,Canada,31869,30000
16.0,4,M,1,8.0,,9,EMI,,20.0,2000.0,4,Separated,1,3,Self-employed,38,276917.156,0,Canada,22489,30002
18.0,4,M,15,11.0,Slum,9,EMI,17.0,20.0,2000.0,4,Separated,0,4,MNC,38,207681.225,0,Canada,10111,30003
16.0,4,F,15,11.0,Trailer,7,EMI,14.0,20.0,2000.0,4,Separated,1,2,MNC,38,188581.893,0,Canada,45108,30004
21.0,4,F,11,10.0,Apartment,2,EMI,42.0,20.0,2000.0,1,Single,0,4,MNC,38,134907.578,0,Canada,45976,30005
36.0,2,M,15,11.0,Slum,3,Overdue,42.0,20.0,2000.0,6,Single,1,2,Self-employed,37,462540.466,0,Canada,42572,30007
34.0,4,M,15,11.0,Condo,0,EMI,42.0,20.0,2000.0,5,Married,0,3,,38,53728.372,0,Canada,28626,30008
26.0,4,F,9,14.0,Trailer,3,Critical,,20.0,2000.0,2,Separated,1,2,MNC,38,33965.521,0,Canada,24908,30009
49.0,4,F,10,17.0,Trailer,3,EMI,86.0,15044.0,2000.0,1,Single,1,4,MNC,38,394756.666,1,Canada,19112,30011
33.0,4,F,9,14.0,Bungalow,3,EMI,42.0,20.0,2000.0,1,Single,0,2,Self-employed,38,103561.067,1,Canada,47590,30012
36.0,4,F,9,14.0,Trailer,10,Overdue,62.0,20.0,2000.0,1,Single,1,2,MNC,38,107257.64199999999,0,Canada,24466,30013
45.0,2,F,15,11.0,Condo,0,Not Applied,42.0,20.0,2000.0,1,Single,0,4,MNC,38,146346.706,1,Canada,36246,30014
29.0,4,F,15,11.0,Condo,10,Overdue,,20.0,2000.0,2,Married,1,2,,38,441455.924,1,Canada,19918,30016
44.0,2,M,15,11.0,Condo,0,EMI,37.0,20.0,2000.0,5,Married,0,3,Self-employed,37,198660.062,0,Canada,45634,30017
47.0,4,M,15,11.0,,3,EMI,42.0,20.0,2000.0,5,Separated,0,2,MNC,38,31653.466,0,Canada,16055,30018
17.0,4,M,11,10.0,,11,EMI,32.0,20.0,2000.0,4,Separated,0,3,MNC,38,167583.834,0,Canada,49382,30019
43.0,4,F,15,11.0,,4,Paid,52.0,20.0,2000.0,1,Single,0,2,MNC,38,207342.16199999998,0,Canada,11409,30020
44.0,4,F,9,14.0,Condo,9,EMI,47.0,7708.0,2000.0,1,Single,0,4,Self-employed,38,51033.849,1,Canada,22302,30021
68.0,4,F,15,11.0,Apartment,12,Critical,22.0,20.0,2000.0,1,Single,1,2,MNC,38,301788.973,0,Canada,40646,30022
17.0,4,M,15,11.0,Bungalow,0,EMI,,20.0,2000.0,4,Separated,1,3,Self-employed,38,97187.4,0,Canada,28185,30023
44.0,4,F,8,12.0,Apartment,2,EMI,52.0,20.0,2000.0,1,,1,4,,38,184617.708,0,Canada,32783,30024
18.0,4,F,15,11.0,Condo,13,EMI,37.0,20.0,2000.0,4,Separated,0,2,Self-employed,38,139524.275,0,Canada,19045,30025
15.0,4,M,1,8.0,Slum,7,EMI,24.0,20.0,2000.0,3,Separated,1,3,Self-employed,38,154562.006,0,Canada,34784,30026
41.0,4,F,15,11.0,Bungalow,3,EMI,51.0,20.0,2000.0,1,Single,0,3,Self-employed,38,176434.96899999995,1,Canada,11574,30027
17.0,4,M,15,11.0,Slum,7,EMI,17.0,20.0,2000.0,4,Separated,0,4,MNC,38,40535.242,0,Canada,44762,30028
35.0,4,F,11,10.0,Bungalow,2,EMI,42.0,20.0,2000.0,1,Single,0,2,Self-employed,38,39655.265,0,Canada,48849,30029
49.0,4,M,11,10.0,Bungalow,9,EMI,,20.0,2000.0,5,Engaged,0,4,MNC,38,123684.627,0,Canada,43199,30030
22.0,4,F,15,11.0,Bungalow,2,EMI,62.0,20.0,2000.0,4,Separated,1,2,,1,205488.36800000002,0,Canada,33461,30032
25.0,2,M,11,10.0,Apartment,7,EMI,42.0,20.0,2000.0,5,Separated,1,3,Self-employed,38,401345.38,0,Canada,22591,30035
38.0,4,F,9,14.0,,9,EMI,101.0,15044.0,2000.0,1,Single,1,2,Self-employed,38,33467.549,1,Canada,31299,30036
28.0,4,F,11,10.0,Apartment,2,Critical,,20.0,2000.0,1,Single,1,2,Self-employed,38,90478.258,0,Canada,44218,30037
23.0,2,F,11,10.0,Slum,2,EMI,52.0,20.0,2000.0,4,Separated,1,3,MNC,38,146575.563,0,Canada,15556,30039
19.0,4,F,15,11.0,Slum,3,Overdue,42.0,20.0,2000.0,4,Separated,1,2,MNC,38,139557.515,0,Canada,35461,30041
52.0,4,F,11,10.0,Condo,3,Applied,,20.0,2000.0,1,Single,0,4,MNC,38,28912.574,0,Canada,37788,30044
